Euler1,Euler2,Euler3,default10,default20,default30
0,0,0,0.0,0.0,0.0
0,0,7,0.0,0.276,0.231
0,0,14,0.0,0.152,0.0
0,0,21,0.247,0.253,0.0
0,0,28,0.3,0.0,0.0
0,0,35,0.242,0.0,0.0
0,0,42,0.371,0.0,0.0
0,0,49,0.0,0.29,0.0
0,0,56,0.0,0.0,0.0
0,0,63,0.278,0.0,0.307
0,0,70,0.0,0.0,0.0
0,0,77,0.0,0.0,0.0
0,0,84,0.0,0.0,0.24
0,0,91,0.434,0.0,0.0
0,0,98,0.251,0.0,0.257
0,0,105,0.272,0.0,0.259
0,0,112,0.237,0.34,0.081
0,0,119,0.273,0.011,0.284
0,0,126,0.24,0.0,0.264
0,0,133,0.287,0.275,0.0
0,0,140,0.317,0.0,0.0
0,0,147,0.0,0.0,0.0
0,0,154,0.235,0.0,0.0
0,0,161,0.34,0.265,0.091
0,0,168,0.0,0.319,0.0
0,0,175,0.0,0.0,0.0
0,7,0,0.147,0.127,0.055
0,7,7,0.005,0.029,0.016
0,7,14,1.679,0.989,0.005
0,7,21,0.006,0.001,0.002
0,7,28,0.833,0.124,0.001
0,7,35,0.007,0.009,0.002
0,7,42,0.324,0.657,0.134
0,7,49,0.234,0.005,0.209
0,7,56,3.353,1.758,0.003
0,7,63,0.172,0.318,0.003
0,7,70,0.029,0.12,0.233
0,7,77,0.138,0.053,0.0
0,7,84,0.001,0.002,0.012
0,7,91,0.301,0.182,0.062
0,7,98,0.004,0.062,0.057
0,7,105,1.705,0.001,0.002
0,7,112,0.403,0.042,0.312
0,7,119,0.043,0.003,0.016
0,7,126,0.007,0.001,0.001
0,7,133,0.093,0.183,0.275
0,7,140,0.321,0.043,0.004
0,7,147,0.109,0.454,0.38
0,7,154,0.002,0.208,0.004
0,7,161,0.409,0.416,0.319
0,7,168,0.333,1.005,0.498
0,7,175,0.336,0.29,0.305
0,14,0,0.0,0.037,0.001
0,14,7,0.011,0.002,0.002
0,14,14,0.017,0.285,0.001
0,14,21,0.001,0.001,0.001
0,14,28,0.138,0.09,0.077
0,14,35,0.032,0.01,0.059
0,14,42,0.001,0.197,0.12
0,14,49,0.087,0.144,0.088
0,14,56,0.001,0.073,0.062
0,14,63,0.117,0.089,0.001
0,14,70,0.128,0.087,0.06
0,14,77,0.001,0.003,0.097
0,14,84,0.128,0.034,0.001
0,14,91,0.445,0.128,0.138
0,14,98,0.002,0.001,0.044
0,14,105,0.123,0.127,0.001
0,14,112,0.187,0.001,0.078
0,14,119,0.106,0.113,0.019
0,14,126,0.001,0.064,0.007
0,14,133,0.276,0.181,0.0
0,14,140,0.023,0.217,0.001
0,14,147,0.074,0.112,0.001
0,14,154,2.675,0.07,0.067
0,14,161,0.008,0.052,0.093
0,14,168,0.248,0.207,0.001
0,14,175,0.094,0.196,0.209
0,21,0,0.0,0.0,0.001
0,21,7,2.337,0.001,0.001
0,21,14,0.017,0.133,0.001
0,21,21,0.122,0.052,0.082
0,21,28,0.001,0.116,0.086
0,21,35,0.102,0.004,0.003
0,21,42,0.102,0.011,0.082
0,21,49,0.068,0.073,0.063
0,21,56,0.181,0.251,0.215
0,21,63,0.094,0.001,0.087
0,21,70,0.074,0.067,0.006
0,21,77,0.006,0.084,0.079
0,21,84,0.027,0.001,0.019
0,21,91,0.179,0.099,0.087
0,21,98,0.001,0.001,0.001
0,21,105,0.032,0.081,0.004
0,21,112,0.057,0.067,0.073
0,21,119,0.051,0.016,0.029
0,21,126,0.025,0.001,0.001
0,21,133,0.119,0.076,0.0
0,21,140,0.046,0.071,0.055
0,21,147,0.142,0.002,0.042
0,21,154,0.09,0.082,0.086
0,21,161,0.067,0.076,0.072
0,21,168,0.013,0.029,0.001
0,21,175,0.057,0.05,0.091
0,28,0,0.001,0.091,0.111
0,28,7,0.049,0.034,0.001
0,28,14,0.055,0.005,0.075
0,28,21,0.0,0.001,0.079
0,28,28,0.017,0.016,0.022
0,28,35,0.0,0.029,0.014
0,28,42,0.106,0.091,0.115
0,28,49,0.038,0.072,0.001
0,28,56,0.001,0.001,0.001
0,28,63,0.05,0.124,0.001
0,28,70,0.089,0.075,0.001
0,28,77,0.077,0.061,0.029
0,28,84,0.001,0.001,0.028
0,28,91,0.034,0.069,0.049
0,28,98,0.018,0.002,0.005
0,28,105,0.002,0.012,0.002
0,28,112,0.082,0.097,0.101
0,28,119,0.111,0.003,0.017
0,28,126,0.062,0.048,0.073
0,28,133,0.08,0.083,0.023
0,28,140,0.001,0.011,0.036
0,28,147,0.009,0.036,0.023
0,28,154,0.056,0.041,0.034
0,28,161,0.067,0.001,0.001
0,28,168,0.082,0.003,0.071
0,28,175,0.086,0.075,0.0
0,35,0,0.089,0.081,0.051
0,35,7,0.049,0.001,0.001
0,35,14,0.001,0.102,0.017
0,35,21,0.001,0.128,0.12
0,35,28,0.042,0.003,0.056
0,35,35,0.058,0.044,0.019
0,35,42,0.147,0.065,0.057
0,35,49,0.035,0.07,0.001
0,35,56,0.084,0.003,0.003
0,35,63,0.001,0.001,0.006
0,35,70,0.079,0.015,0.001
0,35,77,0.016,0.003,0.004
0,35,84,0.001,0.0,0.018
0,35,91,0.086,0.002,0.019
0,35,98,0.03,0.025,0.001
0,35,105,0.045,0.002,0.047
0,35,112,0.001,0.03,0.001
0,35,119,0.024,0.002,0.009
0,35,126,0.053,0.002,0.012
0,35,133,0.012,0.081,0.003
0,35,140,0.002,0.001,0.028
0,35,147,0.074,0.041,0.047
0,35,154,0.044,0.001,0.038
0,35,161,0.066,0.057,0.001
0,35,168,0.069,0.0,0.0
0,35,175,0.002,0.038,0.062
0,42,0,0.0,0.135,0.1
0,42,7,0.076,0.002,0.026
0,42,14,0.001,0.047,0.05
0,42,21,0.145,0.079,0.2
0,42,28,0.0,0.003,0.011
0,42,35,0.01,0.0,0.002
0,42,42,0.332,0.002,0.002
0,42,49,0.001,0.055,0.001
0,42,56,0.051,0.032,0.017
0,42,63,0.001,0.049,0.017
0,42,70,0.045,0.04,0.075
0,42,77,0.002,0.045,0.003
0,42,84,0.044,0.02,0.01
0,42,91,0.052,0.057,0.001
0,42,98,0.05,0.015,0.004
0,42,105,0.006,0.003,0.009
0,42,112,0.013,0.047,0.066
0,42,119,0.013,0.058,0.001
0,42,126,0.041,0.001,0.001
0,42,133,0.001,0.066,0.06
0,42,140,0.047,0.025,0.0
0,42,147,0.015,0.001,0.001
0,42,154,0.051,0.059,0.049
0,42,161,0.035,0.051,0.033
0,42,168,0.001,0.009,0.025
0,42,175,0.0,0.019,0.0
0,49,0,0.001,0.0,0.0
0,49,7,0.114,0.021,0.028
0,49,14,0.03,0.001,0.031
0,49,21,0.265,0.048,0.001
0,49,28,0.001,0.031,0.033
0,49,35,0.062,0.001,0.002
0,49,42,0.002,0.001,0.142
0,49,49,0.137,0.094,0.003
0,49,56,0.001,0.022,0.024
0,49,63,0.0,0.047,0.0
0,49,70,0.081,0.001,0.011
0,49,77,0.058,0.036,0.008
0,49,84,0.041,0.038,0.002
0,49,91,0.001,0.05,0.001
0,49,98,0.038,0.001,0.005
0,49,105,0.046,0.004,0.001
0,49,112,0.002,0.014,0.001
0,49,119,0.019,0.001,0.025
0,49,126,0.044,0.055,0.011
0,49,133,0.216,0.026,0.003
0,49,140,0.115,0.1,0.042
0,49,147,0.067,0.001,0.001
0,49,154,0.12,0.002,0.001
0,49,161,0.205,0.002,0.002
0,49,168,0.037,0.039,0.028
0,49,175,5.069,0.071,0.001
0,56,0,0.001,0.001,0.001
0,56,7,0.0,0.056,0.0
0,56,14,0.002,0.002,0.019
0,56,21,0.0,0.001,0.009
0,56,28,0.19,0.091,0.042
0,56,35,0.002,0.015,0.006
0,56,42,0.268,0.038,0.185
0,56,49,0.2,0.001,0.074
0,56,56,0.003,0.054,0.008
0,56,63,0.149,0.009,0.001
0,56,70,0.004,0.081,0.118
0,56,77,0.046,0.042,0.015
0,56,84,0.149,0.013,0.097
0,56,91,0.001,0.098,0.032
0,56,98,0.079,0.049,0.013
0,56,105,0.001,0.068,0.054
0,56,112,0.001,0.001,0.008
0,56,119,0.084,0.002,0.063
0,56,126,0.008,0.061,0.015
0,56,133,0.185,0.001,0.052
0,56,140,0.039,0.132,0.007
0,56,147,0.028,0.042,0.07
0,56,154,0.161,0.003,0.001
0,56,161,0.001,0.002,0.041
0,56,168,0.067,0.008,0.002
0,56,175,0.001,0.001,0.002
0,63,0,0.003,0.001,0.001
0,63,7,1.337,0.001,0.001
0,63,14,0.139,0.196,0.003
0,63,21,0.001,0.008,0.001
0,63,28,0.283,0.001,0.001
0,63,35,0.246,0.002,0.002
0,63,42,0.002,0.007,0.023
0,63,49,0.157,0.12,0.104
0,63,56,0.002,0.016,0.002
0,63,63,0.203,0.007,0.001
0,63,70,0.029,0.002,0.013
0,63,77,0.001,0.09,0.01
0,63,84,0.002,0.001,0.001
0,63,91,0.002,0.002,0.001
0,63,98,0.005,0.002,0.083
0,63,105,0.13,0.002,0.001
0,63,112,0.24,0.001,0.001
0,63,119,0.003,0.005,0.001
0,63,126,0.137,0.002,0.002
0,63,133,0.076,0.001,0.001
0,63,140,0.001,0.065,0.001
0,63,147,0.289,0.082,0.015
0,63,154,0.002,0.006,0.001
0,63,161,0.044,0.01,0.001
0,63,168,0.173,0.08,0.001
0,63,175,0.168,0.226,0.022
0,70,0,0.002,0.001,0.001
0,70,7,0.217,0.001,0.001
0,70,14,0.179,0.005,0.002
0,70,21,0.001,0.243,0.001
0,70,28,0.231,0.175,0.158
0,70,35,0.244,0.144,0.001
0,70,42,0.251,0.171,0.001
0,70,49,0.321,0.001,0.001
0,70,56,0.195,0.0,0.001
0,70,63,0.003,0.001,0.006
0,70,70,0.2,0.001,0.001
0,70,77,0.001,0.093,0.001
0,70,84,0.001,0.192,0.162
0,70,91,0.192,0.001,0.158
0,70,98,0.234,0.001,0.005
0,70,105,0.197,0.209,0.015
0,70,112,0.001,0.177,0.0
0,70,119,0.003,0.104,0.002
0,70,126,0.253,0.089,0.001
0,70,133,0.0,0.211,0.149
0,70,140,0.001,0.001,0.003
0,70,147,0.194,0.001,0.0
0,70,154,0.002,0.001,0.092
0,70,161,0.234,0.078,0.001
0,70,168,0.349,0.0,0.001
0,70,175,0.111,0.093,0.115
0,77,0,0.231,0.225,0.262
0,77,7,0.306,0.261,0.29
0,77,14,0.257,0.256,0.284
0,77,21,0.161,0.301,0.155
0,77,28,0.354,0.259,0.24
0,77,35,0.273,0.168,0.283
0,77,42,0.362,0.253,0.226
0,77,49,0.135,0.239,0.277
0,77,56,0.29,0.25,0.304
0,77,63,0.274,0.264,0.196
0,77,70,0.276,0.325,0.192
0,77,77,0.165,0.284,0.22
0,77,84,0.003,0.282,0.25
0,77,91,0.28,0.289,0.287
0,77,98,0.281,0.305,0.209
0,77,105,0.286,0.26,0.299
0,77,112,0.315,0.274,0.267
0,77,119,0.283,0.285,0.247
0,77,126,0.311,0.254,0.317
0,77,133,0.187,0.231,0.095
0,77,140,0.281,0.252,0.214
0,77,147,0.284,0.289,0.287
0,77,154,0.313,0.268,0.324
0,77,161,0.301,0.191,0.298
0,77,168,0.346,0.305,0.333
0,77,175,0.31,0.332,0.276
0,84,0,0.015,0.01,0.198
0,84,7,6.193,0.3,0.323
0,84,14,0.002,0.337,0.305
0,84,21,0.258,0.32,0.332
0,84,28,0.014,0.324,0.109
0,84,35,0.368,0.322,0.319
0,84,42,0.362,0.336,0.342
0,84,49,0.325,0.27,0.275
0,84,56,0.311,0.287,0.286
0,84,63,0.289,0.35,0.333
0,84,70,0.3,0.276,0.349
0,84,77,0.333,0.325,0.375
0,84,84,0.323,0.35,0.327
0,84,91,0.275,0.201,0.3
0,84,98,0.474,0.321,0.303
0,84,105,0.355,0.321,0.315
0,84,112,0.006,0.009,0.279
0,84,119,0.367,0.303,0.0
0,84,126,0.339,0.306,0.33
0,84,133,0.293,0.312,0.358
0,84,140,0.236,0.305,0.314
0,84,147,0.009,0.341,0.002
0,84,154,0.32,0.28,0.31
0,84,161,0.323,0.357,0.345
0,84,168,0.344,0.382,0.366
0,84,175,0.319,0.295,0.346
7,0,0,0.0,0.0,0.259
7,0,7,0.0,0.245,0.245
7,0,14,0.261,0.0,0.0
7,0,21,0.0,0.281,0.303
7,0,28,0.381,0.0,0.0
7,0,35,0.314,0.27,0.214
7,0,42,0.0,0.0,0.261
7,0,49,0.0,0.0,0.228
7,0,56,0.237,0.207,0.258
7,0,63,0.29,0.0,0.0
7,0,70,0.0,0.3,0.0
7,0,77,0.256,0.0,0.282
7,0,84,0.318,0.0,0.25
7,0,91,0.332,0.0,0.0
7,0,98,0.22,0.272,0.28
7,0,105,0.34,0.349,0.0
7,0,112,0.292,0.0,0.27
7,0,119,0.266,0.279,0.091
7,0,126,0.0,0.0,0.267
7,0,133,0.24,0.0,0.259
7,0,140,0.588,0.0,0.0
7,0,147,0.303,0.0,0.282
7,0,154,0.0,0.24,0.251
7,0,161,0.602,0.0,0.276
7,0,168,0.283,0.0,0.0
7,0,175,0.0,0.0,0.0
7,7,0,0.006,0.008,0.001
7,7,7,0.194,0.852,0.51
7,7,14,0.291,0.309,0.106
7,7,21,0.282,0.031,0.033
7,7,28,0.843,0.007,0.016
7,7,35,0.123,0.003,0.002
7,7,42,0.883,0.004,0.011
7,7,49,1.111,0.002,0.015
7,7,56,0.468,0.048,0.692
7,7,63,0.072,0.003,0.027
7,7,70,0.048,0.013,0.003
7,7,77,0.832,0.389,0.022
7,7,84,0.058,0.367,0.024
7,7,91,0.018,0.311,0.005
7,7,98,0.01,0.177,0.003
7,7,105,0.192,0.009,0.007
7,7,112,0.001,0.062,0.052
7,7,119,0.052,0.023,0.007
7,7,126,0.802,0.039,0.004
7,7,133,0.041,0.093,0.019
7,7,140,0.714,0.016,0.089
7,7,147,0.004,0.039,0.426
7,7,154,0.002,0.036,0.075
7,7,161,0.224,0.045,0.154
7,7,168,1.67,0.852,0.046
7,7,175,0.746,0.721,0.075
7,14,0,0.001,0.002,0.004
7,14,7,1.698,1.698,0.152
7,14,14,0.012,0.001,0.007
7,14,21,0.904,0.072,0.05
7,14,28,0.001,0.006,0.003
7,14,35,0.003,0.001,0.006
7,14,42,0.005,0.01,0.006
7,14,49,0.054,0.003,0.001
7,14,56,0.005,0.003,0.001
7,14,63,0.001,0.002,0.003
7,14,70,0.093,0.058,0.057
7,14,77,0.003,0.002,0.002
7,14,84,0.002,0.006,0.011
7,14,91,0.004,0.003,0.001
7,14,98,0.001,0.001,0.003
7,14,105,0.001,0.003,0.002
7,14,112,0.029,0.029,0.041
7,14,119,0.008,0.005,0.001
7,14,126,0.004,0.004,0.003
7,14,133,0.008,0.004,0.003
7,14,140,0.002,0.003,0.003
7,14,147,0.01,0.002,0.002
7,14,154,0.38,0.008,0.006
7,14,161,0.001,0.02,0.004
7,14,168,0.003,0.011,0.001
7,14,175,0.003,0.005,0.003
7,21,0,0.001,0.003,0.0
7,21,7,0.006,0.007,0.002
7,21,14,0.001,0.0,0.001
7,21,21,0.024,0.027,0.027
7,21,28,0.004,0.007,0.001
7,21,35,0.006,0.002,0.002
7,21,42,0.022,0.02,0.021
7,21,49,0.009,0.006,0.01
7,21,56,0.004,0.004,0.001
7,21,63,0.001,0.001,0.001
7,21,70,0.021,0.022,0.031
7,21,77,0.018,0.002,0.001
7,21,84,0.056,0.062,0.064
7,21,91,0.016,0.038,0.021
7,21,98,0.041,0.043,0.043
7,21,105,0.001,0.0,0.001
7,21,112,0.027,0.012,0.003
7,21,119,0.003,0.006,0.009
7,21,126,0.005,0.001,0.001
7,21,133,0.004,0.001,0.001
7,21,140,0.04,0.044,0.045
7,21,147,0.027,0.03,0.03
7,21,154,0.002,0.003,0.002
7,21,161,0.034,0.03,0.04
7,21,168,0.006,0.006,0.004
7,21,175,0.025,0.017,0.023
7,28,0,0.001,0.001,0.001
7,28,7,3.56,0.006,0.007
7,28,14,0.049,0.048,0.053
7,28,21,0.006,0.002,0.001
7,28,28,0.019,0.038,0.033
7,28,35,0.017,0.0,0.001
7,28,42,0.004,0.008,0.002
7,28,49,0.001,0.001,0.003
7,28,56,0.041,0.029,0.025
7,28,63,0.012,0.001,0.002
7,28,70,0.027,0.03,0.032
7,28,77,0.004,0.004,0.004
7,28,84,0.003,0.001,0.001
7,28,91,0.027,0.015,0.03
7,28,98,0.027,0.027,0.029
7,28,105,0.048,0.045,0.042
7,28,112,0.031,0.032,0.032
7,28,119,0.033,0.03,0.03
7,28,126,0.002,0.004,0.001
7,28,133,0.019,0.02,0.019
7,28,140,0.004,0.02,0.003
7,28,147,0.004,0.001,0.011
7,28,154,0.023,0.028,0.028
7,28,161,0.03,0.035,0.02
7,28,168,0.009,0.007,0.007
7,28,175,0.005,0.005,0.002
7,35,0,0.001,0.011,0.002
7,35,7,0.015,0.025,0.028
7,35,14,0.007,0.015,0.015
7,35,21,0.025,0.024,0.026
7,35,28,0.007,0.005,0.006
7,35,35,0.001,0.001,0.001
7,35,42,0.012,0.013,0.01
7,35,49,0.008,0.003,0.01
7,35,56,0.022,0.024,0.024
7,35,63,0.003,0.001,0.001
7,35,70,0.017,0.02,0.019
7,35,77,0.013,0.008,0.011
7,35,84,0.002,0.001,0.001
7,35,91,0.025,0.022,0.023
7,35,98,0.014,0.014,0.014
7,35,105,0.015,0.014,0.015
7,35,112,0.017,0.015,0.012
7,35,119,0.004,0.004,0.003
7,35,126,0.013,0.014,0.014
7,35,133,0.02,0.02,0.02
7,35,140,0.014,0.012,0.012
7,35,147,0.003,0.001,0.001
7,35,154,0.005,0.007,0.008
7,35,161,0.01,0.011,0.005
7,35,168,0.001,0.001,0.002
7,35,175,0.006,0.006,0.007
7,42,0,0.001,0.001,0.005
7,42,7,0.031,0.024,0.031
7,42,14,0.001,0.005,0.009
7,42,21,0.011,0.016,0.016
7,42,28,0.009,0.011,0.006
7,42,35,0.018,0.011,0.015
7,42,42,39.621,0.007,0.009
7,42,49,0.027,0.022,0.025
7,42,56,0.002,0.001,0.005
7,42,63,0.011,0.007,0.009
7,42,70,0.018,0.018,0.018
7,42,77,0.003,0.001,0.001
7,42,84,0.01,0.011,0.01
7,42,91,0.006,0.009,0.008
7,42,98,0.001,0.001,0.001
7,42,105,0.009,0.01,0.01
7,42,112,0.014,0.011,0.013
7,42,119,0.006,0.008,0.009
7,42,126,0.013,0.014,0.012
7,42,133,0.011,0.013,0.013
7,42,140,0.014,0.015,0.016
7,42,147,0.01,0.01,0.01
7,42,154,0.013,0.015,0.015
7,42,161,0.006,0.007,0.006
7,42,168,0.012,0.013,0.013
7,42,175,0.0,0.001,0.001
7,49,0,0.0,0.008,0.005
7,49,7,0.002,0.004,0.003
7,49,14,0.005,0.005,0.004
7,49,21,0.01,0.009,0.008
7,49,28,0.009,0.008,0.01
7,49,35,0.01,0.008,0.009
7,49,42,0.012,0.008,0.009
7,49,49,0.006,0.005,0.007
7,49,56,0.011,0.011,0.01
7,49,63,0.005,0.004,0.006
7,49,70,0.011,0.012,0.01
7,49,77,0.001,0.002,0.001
7,49,84,0.003,0.005,0.003
7,49,91,0.012,0.012,0.013
7,49,98,0.003,0.003,0.004
7,49,105,0.001,0.001,0.002
7,49,112,0.014,0.014,0.014
7,49,119,0.011,0.01,0.015
7,49,126,0.003,0.009,0.004
7,49,133,0.01,0.012,0.01
7,49,140,0.013,0.017,0.018
7,49,147,0.013,0.013,0.014
7,49,154,0.007,0.005,0.008
7,49,161,0.013,0.01,0.01
7,49,168,0.012,0.014,0.015
7,49,175,0.003,0.004,0.001
7,56,0,0.005,0.007,0.008
7,56,7,6.916,0.001,0.001
7,56,14,0.002,0.006,0.003
7,56,21,0.01,0.002,0.003
7,56,28,0.006,0.007,0.009
7,56,35,0.002,0.004,0.004
7,56,42,0.008,0.009,0.01
7,56,49,0.011,0.01,0.011
7,56,56,0.004,0.002,0.004
7,56,63,0.004,0.003,0.003
7,56,70,0.011,0.012,0.012
7,56,77,0.006,0.008,0.009
7,56,84,0.001,0.001,0.002
7,56,91,0.007,0.006,0.007
7,56,98,0.006,0.007,0.004
7,56,105,0.001,0.001,0.001
7,56,112,0.008,0.008,0.008
7,56,119,0.009,0.008,0.009
7,56,126,0.006,0.006,0.005
7,56,133,0.011,0.007,0.006
7,56,140,0.007,0.005,0.002
7,56,147,0.002,0.003,0.004
7,56,154,0.006,0.005,0.006
7,56,161,0.007,0.008,0.008
7,56,168,0.008,0.008,0.007
7,56,175,0.002,0.001,0.001
7,63,0,0.007,0.004,0.005
7,63,7,0.002,0.001,0.002
7,63,14,0.005,0.002,0.002
7,63,21,0.004,0.007,0.007
7,63,28,0.004,0.003,0.002
7,63,35,0.003,0.002,0.002
7,63,42,0.005,0.002,0.007
7,63,49,0.002,0.002,0.004
7,63,56,0.006,0.004,0.002
7,63,63,0.004,0.005,0.005
7,63,70,0.006,0.007,0.006
7,63,77,0.003,0.001,0.001
7,63,84,0.002,0.005,0.004
7,63,91,0.006,0.007,0.006
7,63,98,0.005,0.003,0.005
7,63,105,0.002,0.002,0.002
7,63,112,0.005,0.006,0.005
7,63,119,0.003,0.006,0.004
7,63,126,0.001,0.002,0.002
7,63,133,0.003,0.002,0.003
7,63,140,0.004,0.004,0.004
7,63,147,0.002,0.003,0.003
7,63,154,0.001,0.001,0.001
7,63,161,0.005,0.005,0.002
7,63,168,0.001,0.002,0.003
7,63,175,0.001,0.001,0.001
7,70,0,0.001,0.005,0.006
7,70,7,0.002,0.002,0.003
7,70,14,0.002,0.003,0.002
7,70,21,0.001,0.001,0.001
7,70,28,0.001,0.001,0.002
7,70,35,0.002,0.002,0.002
7,70,42,0.002,0.003,0.004
7,70,49,0.001,0.002,0.001
7,70,56,0.002,0.002,0.003
7,70,63,0.003,0.002,0.002
7,70,70,0.002,0.002,0.002
7,70,77,0.001,0.002,0.002
7,70,84,0.002,0.003,0.003
7,70,91,0.001,0.003,0.002
7,70,98,0.002,0.002,0.002
7,70,105,0.001,0.001,0.001
7,70,112,0.002,0.002,0.001
7,70,119,0.005,0.001,0.001
7,70,126,0.002,0.002,0.001
7,70,133,0.005,0.004,0.003
7,70,140,0.004,0.002,0.005
7,70,147,0.003,0.003,0.002
7,70,154,0.002,0.002,0.002
7,70,161,0.003,0.003,0.003
7,70,168,0.005,0.001,0.002
7,70,175,0.003,0.004,0.003
7,77,0,0.001,0.001,0.001
7,77,7,0.005,0.004,0.005
7,77,14,6.95,6.949,0.002
7,77,21,0.003,0.003,0.001
7,77,28,0.004,0.002,0.004
7,77,35,13.213,0.003,0.001
7,77,42,0.002,0.001,0.0
7,77,49,0.003,0.001,0.001
7,77,56,0.003,0.002,0.002
7,77,63,0.002,0.001,0.001
7,77,70,0.002,0.002,0.001
7,77,77,0.003,0.004,0.004
7,77,84,0.002,0.001,0.001
7,77,91,0.001,0.001,0.002
7,77,98,0.005,0.002,0.002
7,77,105,0.003,0.003,0.004
7,77,112,0.001,0.001,0.001
7,77,119,0.001,0.001,0.001
7,77,126,0.002,0.003,0.002
7,77,133,0.001,0.002,0.001
7,77,140,0.002,0.003,0.003
7,77,147,0.004,0.003,0.003
7,77,154,0.003,0.003,0.004
7,77,161,0.002,0.001,0.002
7,77,168,0.002,0.003,0.002
7,77,175,0.002,0.003,0.002
7,84,0,0.003,0.008,0.002
7,84,7,0.018,0.018,0.006
7,84,14,0.002,0.005,0.008
7,84,21,0.008,0.0,0.002
7,84,28,0.002,0.007,0.003
7,84,35,0.005,0.009,0.007
7,84,42,0.001,0.005,0.004
7,84,49,0.005,0.013,0.002
7,84,56,0.003,0.003,0.003
7,84,63,0.01,0.004,0.005
7,84,70,0.006,0.003,0.002
7,84,77,0.011,0.007,0.006
7,84,84,0.011,0.016,0.016
7,84,91,0.001,0.002,0.003
7,84,98,0.013,0.011,0.006
7,84,105,0.018,0.022,0.022
7,84,112,0.006,0.004,0.006
7,84,119,0.002,0.004,0.001
7,84,126,0.01,0.013,0.024
7,84,133,0.005,0.002,0.002
7,84,140,0.005,0.004,0.005
7,84,147,0.001,0.0,0.014
7,84,154,0.002,0.005,0.004
7,84,161,0.004,0.003,0.003
7,84,168,0.02,0.013,0.019
7,84,175,0.006,0.005,0.003
14,0,0,0.173,0.0,0.222
14,0,7,0.0,0.238,0.247
14,0,14,0.0,0.0,0.0
14,0,21,0.0,0.0,0.0
14,0,28,0.338,0.0,0.0
14,0,35,0.0,0.0,0.0
14,0,42,0.243,0.0,0.0
14,0,49,0.0,0.127,0.0
14,0,56,0.193,0.0,0.0
14,0,63,0.37,0.0,0.243
14,0,70,0.309,0.264,0.0
14,0,77,0.0,0.262,0.229
14,0,84,0.0,0.0,0.283
14,0,91,0.274,0.285,0.0
14,0,98,0.261,0.194,0.192
14,0,105,0.305,0.288,0.0
14,0,112,0.0,0.0,0.243
14,0,119,0.329,0.263,0.341
14,0,126,0.0,0.0,0.0
14,0,133,0.0,0.0,0.0
14,0,140,0.264,0.351,0.339
14,0,147,0.306,0.176,0.291
14,0,154,0.0,0.0,0.26
14,0,161,0.0,0.0,0.234
14,0,168,0.347,0.243,0.282
14,0,175,0.22,0.0,0.254
14,7,0,0.042,0.002,0.003
14,7,7,0.502,0.046,0.073
14,7,14,0.005,0.007,0.012
14,7,21,1.693,0.358,0.011
14,7,28,0.55,0.058,0.004
14,7,35,0.247,0.004,0.002
14,7,42,0.018,0.002,0.002
14,7,49,0.002,0.124,0.03
14,7,56,0.021,0.009,0.022
14,7,63,0.002,0.001,0.005
14,7,70,0.655,0.017,0.029
14,7,77,0.674,0.01,0.003
14,7,84,0.197,0.006,0.008
14,7,91,0.015,0.003,0.003
14,7,98,0.019,0.004,0.003
14,7,105,0.045,0.424,0.005
14,7,112,0.225,0.47,0.003
14,7,119,0.011,0.016,0.003
14,7,126,0.011,0.222,0.009
14,7,133,0.013,0.044,0.007
14,7,140,0.006,0.004,0.002
14,7,147,0.007,1.568,0.006
14,7,154,1.282,0.043,0.063
14,7,161,2.866,0.044,0.004
14,7,168,0.021,0.002,0.015
14,7,175,0.623,0.025,0.016
14,14,0,0.001,0.001,0.001
14,14,7,0.047,3.372,0.001
14,14,14,0.001,0.001,0.001
14,14,21,0.011,0.628,0.008
14,14,28,0.002,0.003,0.005
14,14,35,0.006,0.01,0.007
14,14,42,0.002,0.002,0.001
14,14,49,0.002,0.001,0.001
14,14,56,0.002,0.001,0.001
14,14,63,0.201,0.002,0.022
14,14,70,0.023,0.02,0.018
14,14,77,0.003,0.004,0.002
14,14,84,0.001,0.003,0.001
14,14,91,0.361,0.001,0.002
14,14,98,0.006,0.001,0.002
14,14,105,0.002,0.002,0.001
14,14,112,0.039,0.038,0.037
14,14,119,0.005,0.002,0.002
14,14,126,0.01,0.014,0.017
14,14,133,0.002,0.001,0.001
14,14,140,0.001,0.001,0.001
14,14,147,0.003,0.001,0.001
14,14,154,1.105,0.002,0.008
14,14,161,0.002,0.001,0.001
14,14,168,2.921,0.002,0.003
14,14,175,0.002,0.002,0.001
14,21,0,0.007,0.0,0.001
14,21,7,0.003,0.001,0.002
14,21,14,0.002,0.004,0.011
14,21,21,0.004,0.013,0.002
14,21,28,0.001,0.001,0.001
14,21,35,0.001,0.001,0.0
14,21,42,0.011,0.011,0.012
14,21,49,0.001,0.001,0.001
14,21,56,0.001,0.001,0.001
14,21,63,0.021,0.021,0.022
14,21,70,0.001,0.005,0.001
14,21,77,0.001,0.001,0.001
14,21,84,0.027,0.029,0.029
14,21,91,0.025,0.015,0.017
14,21,98,0.009,0.011,0.016
14,21,105,0.016,0.02,0.02
14,21,112,0.008,0.01,0.01
14,21,119,0.002,0.001,0.001
14,21,126,0.002,0.001,0.003
14,21,133,0.002,0.001,0.0
14,21,140,0.002,0.006,0.006
14,21,147,0.002,0.002,0.002
