Euler1,Euler2,Euler3,default20,diffEvol,Anne
63,14,35,0.014,0.015,0.012
63,14,42,0.001,0.002,0.002
63,14,49,0.001,0.001,4.563
63,14,56,0.003,0.002,0.005
63,14,63,0.002,0.002,1.271
63,14,70,0.009,0.008,1.53
63,14,77,0.003,0.002,3.004
63,14,84,0.003,0.002,0.002
63,14,91,0.007,0.001,0.002
63,14,98,0.004,0.001,0.007
63,14,105,0.003,0.001,5.029
63,14,112,0.021,0.021,0.022
63,14,119,0.011,0.006,0.016
63,14,126,0.028,0.02,0.023
63,14,133,0.002,0.002,2.264
63,14,140,0.002,12.737,0.003
63,14,147,0.002,0.0,0.009
63,14,154,0.008,0.005,0.005
63,14,161,0.006,0.002,0.075
63,14,168,0.001,0.001,0.002
63,14,175,0.004,0.002,1.442
63,21,0,0.001,0.0,0.01
63,21,7,0.001,0.002,2.971
63,21,14,0.001,0.001,0.004
63,21,21,0.014,0.013,0.018
63,21,28,0.002,0.001,0.003
63,21,35,0.001,0.002,0.011
63,21,42,0.021,0.019,0.015
63,21,49,0.007,0.007,0.007
63,21,56,0.003,0.001,0.003
63,21,63,0.007,0.007,0.004
63,21,70,0.008,0.008,0.012
63,21,77,0.004,0.003,0.015
63,21,84,0.012,0.011,0.013
63,21,91,0.005,0.005,0.006
63,21,98,0.023,0.023,0.023
63,21,105,0.004,0.001,0.004
63,21,112,0.004,0.003,0.007
63,21,119,0.002,0.001,4.271
63,21,126,0.0,0.001,0.002
63,21,133,0.001,0.001,0.002
63,21,140,0.007,0.005,0.013
63,21,147,0.015,0.014,4.704
63,21,154,0.011,0.009,0.357
63,21,161,0.003,0.003,7.425
63,21,168,0.02,0.022,0.012
63,21,175,0.011,0.004,2.386
63,28,0,0.001,0.0,0.0
63,28,7,0.016,0.017,0.016
63,28,14,0.004,0.001,0.006
63,28,21,0.001,0.001,1.768
63,28,28,0.003,0.001,0.008
63,28,35,0.003,0.006,0.004
63,28,42,0.012,0.009,0.015
63,28,49,0.005,0.005,0.009
63,28,56,0.013,0.013,0.009
63,28,63,0.002,0.002,0.001
63,28,70,0.009,0.009,0.009
63,28,77,0.017,0.015,0.009
63,28,84,0.001,0.001,0.003
63,28,91,0.002,0.001,0.004
63,28,98,0.011,0.011,0.007
63,28,105,0.008,0.009,0.014
63,28,112,0.008,0.008,0.006
63,28,119,0.008,0.007,0.006
63,28,126,0.009,0.009,0.006
63,28,133,0.003,0.003,0.003
63,28,140,0.006,0.006,0.008
63,28,147,0.003,0.002,0.009
63,28,154,0.015,0.003,0.008
63,28,161,0.011,0.009,0.009
63,28,168,0.015,0.013,0.015
63,28,175,0.011,0.003,0.014
63,35,0,0.005,0.001,0.007
63,35,7,0.009,0.008,0.003
63,35,14,0.007,0.007,0.008
63,35,21,0.012,0.011,0.01
63,35,28,0.012,0.012,0.015
63,35,35,0.004,0.001,0.008
63,35,42,0.01,0.009,0.009
63,35,49,0.002,0.001,0.005
63,35,56,0.002,0.002,0.008
63,35,63,0.004,0.004,0.007
63,35,70,0.011,0.011,0.011
63,35,77,0.007,0.008,0.011
63,35,84,0.007,0.007,0.008
63,35,91,0.002,0.002,0.004
63,35,98,0.012,0.012,0.012
63,35,105,0.009,0.009,0.011
63,35,112,0.011,0.011,0.01
63,35,119,0.01,0.01,0.012
63,35,126,0.009,0.009,0.007
63,35,133,0.002,0.003,0.008
63,35,140,0.013,0.013,0.007
63,35,147,0.006,0.006,0.004
63,35,154,0.012,0.012,0.009
63,35,161,0.01,0.009,0.009
63,35,168,0.001,0.001,0.006
63,35,175,0.009,0.007,0.008
63,42,0,0.001,0.001,0.001
63,42,7,0.009,0.009,0.009
63,42,14,0.009,0.01,0.009
63,42,21,0.01,0.009,0.007
63,42,28,0.006,0.008,0.007
63,42,35,0.006,0.005,0.004
63,42,42,0.009,0.008,0.008
63,42,49,0.007,0.008,0.009
63,42,56,0.005,0.005,0.005
63,42,63,0.006,0.008,0.008
63,42,70,0.008,0.008,0.008
63,42,77,0.005,0.006,0.006
63,42,84,0.005,0.005,0.007
63,42,91,0.008,0.005,0.007
63,42,98,0.01,0.01,0.008
63,42,105,0.009,0.01,0.003
63,42,112,0.008,0.008,0.009
63,42,119,0.006,0.006,0.005
63,42,126,0.003,0.002,0.005
63,42,133,0.005,0.005,0.009
63,42,140,0.003,0.002,0.003
63,42,147,0.007,0.007,0.007
63,42,154,0.007,0.008,0.009
63,42,161,0.005,0.004,0.004
63,42,168,0.008,0.009,0.008
63,42,175,0.006,0.006,0.008
63,49,0,0.004,0.003,0.003
63,49,7,0.006,0.007,0.005
63,49,14,0.007,0.007,0.007
63,49,21,0.008,0.008,0.007
63,49,28,0.007,0.007,0.007
63,49,35,0.006,0.006,0.006
63,49,42,0.005,0.004,0.003
63,49,49,0.008,0.008,0.008
63,49,56,0.005,0.006,0.005
63,49,63,0.006,0.007,0.007
63,49,70,0.007,0.008,0.006
63,49,77,0.007,0.008,0.005
63,49,84,0.008,0.008,0.005
63,49,91,0.008,0.007,0.007
63,49,98,0.007,0.007,0.008
63,49,105,0.005,0.005,0.007
63,49,112,0.005,0.004,0.005
63,49,119,0.007,0.006,0.007
63,49,126,0.007,0.005,0.006
63,49,133,0.007,0.007,0.007
63,49,140,0.007,0.007,0.007
63,49,147,0.008,0.008,0.007
63,49,154,0.006,0.007,0.008
63,49,161,0.005,0.004,0.006
63,49,168,0.006,0.007,0.006
63,49,175,0.006,0.006,0.008
63,56,0,0.004,0.004,0.002
63,56,7,0.006,0.007,0.009
63,56,14,0.005,0.004,0.005
63,56,21,0.004,0.004,0.005
63,56,28,0.003,0.003,0.005
63,56,35,0.003,0.002,0.006
63,56,42,0.002,0.003,0.004
63,56,49,0.007,0.006,0.007
63,56,56,0.006,0.006,0.004
63,56,63,0.005,0.005,0.005
63,56,70,0.005,0.005,0.006
63,56,77,0.006,0.005,0.007
63,56,84,0.005,0.005,0.005
63,56,91,0.006,0.006,0.005
63,56,98,0.004,0.004,0.003
63,56,105,0.004,0.004,0.005
63,56,112,0.005,0.005,0.004
63,56,119,0.005,0.005,0.006
63,56,126,0.006,0.007,0.005
63,56,133,0.005,0.005,0.005
63,56,140,0.005,0.005,0.006
63,56,147,0.006,0.005,0.006
63,56,154,0.006,0.006,0.006
63,56,161,0.006,0.006,0.006
63,56,168,0.005,0.004,0.003
63,56,175,0.006,0.006,0.006
63,63,0,0.004,0.003,0.003
63,63,7,0.005,0.005,0.005
63,63,14,0.005,0.005,0.005
63,63,21,0.002,0.004,0.004
63,63,28,0.004,0.004,0.005
63,63,35,0.004,0.004,0.005
63,63,42,0.003,0.004,0.005
63,63,49,0.004,0.004,0.003
63,63,56,0.003,0.004,0.004
63,63,63,0.004,0.004,0.004
63,63,70,0.004,0.004,0.004
63,63,77,0.004,0.004,0.004
63,63,84,0.003,0.004,0.003
63,63,91,0.004,0.005,0.005
63,63,98,0.004,0.005,0.005
63,63,105,0.003,0.004,0.002
63,63,112,0.005,0.005,0.005
63,63,119,0.004,0.003,0.004
63,63,126,0.005,0.004,0.005
63,63,133,0.004,0.003,0.005
63,63,140,0.005,0.005,0.004
63,63,147,0.004,0.004,0.004
63,63,154,0.005,0.004,0.005
63,63,161,0.003,0.003,0.003
63,63,168,0.003,0.004,0.003
63,63,175,0.003,0.003,0.005
63,70,0,0.003,0.004,0.004
63,70,7,0.004,0.004,0.004
63,70,14,0.004,0.004,0.003
63,70,21,0.004,0.004,0.005
63,70,28,0.003,0.003,0.005
63,70,35,0.004,0.004,0.006
63,70,42,0.004,0.003,0.004
63,70,49,0.004,0.004,0.005
63,70,56,0.003,0.003,0.003
63,70,63,0.004,0.004,0.004
63,70,70,0.004,0.003,0.004
63,70,77,0.003,0.003,0.004
63,70,84,0.004,0.004,0.004
63,70,91,0.004,0.004,0.004
63,70,98,0.004,0.003,0.004
63,70,105,0.004,0.004,0.003
63,70,112,0.004,0.003,0.005
63,70,119,0.004,0.004,0.004
63,70,126,0.004,0.004,0.004
63,70,133,0.004,0.004,0.004
63,70,140,0.004,0.004,0.004
63,70,147,0.003,0.004,0.003
63,70,154,0.004,0.004,0.005
63,70,161,0.002,0.002,0.003
63,70,168,0.004,0.004,0.003
63,70,175,0.004,0.004,0.004
63,77,0,0.004,0.003,0.004
63,77,7,0.002,0.002,0.003
63,77,14,0.004,0.004,0.004
63,77,21,0.004,0.003,0.003
63,77,28,0.004,0.004,0.01
63,77,35,0.004,0.004,0.006
63,77,42,0.004,0.004,0.004
63,77,49,0.003,0.003,0.004
63,77,56,0.004,0.004,0.004
63,77,63,0.004,0.004,0.004
63,77,70,0.003,0.003,0.003
63,77,77,0.004,0.004,0.003
63,77,84,0.005,0.004,0.005
63,77,91,0.004,0.004,0.005
63,77,98,0.004,0.004,0.004
63,77,105,0.004,0.004,0.004
63,77,112,0.004,0.003,0.005
63,77,119,0.003,0.003,0.004
63,77,126,0.003,0.003,0.004
63,77,133,0.004,0.004,0.004
63,77,140,0.003,0.003,0.004
63,77,147,0.004,0.003,0.005
63,77,154,0.004,0.004,0.004
63,77,161,0.003,0.003,0.004
63,77,168,0.003,0.003,0.008
63,77,175,0.005,0.004,0.004
63,84,0,0.003,0.003,0.007
63,84,7,0.003,0.003,0.003
63,84,14,0.003,0.002,0.009
63,84,21,0.003,0.003,0.008
63,84,28,0.003,0.003,0.003
63,84,35,0.003,0.003,0.005
63,84,42,0.004,0.004,0.006
63,84,49,0.003,0.002,0.005
63,84,56,0.003,0.003,0.004
63,84,63,0.004,0.003,0.003
63,84,70,0.003,0.003,0.003
63,84,77,0.004,0.003,0.006
63,84,84,0.004,0.004,0.004
63,84,91,0.002,0.003,0.004
63,84,98,0.003,0.003,0.006
63,84,105,0.004,0.004,0.003
63,84,112,0.004,0.004,0.004
63,84,119,0.003,0.004,0.005
63,84,126,0.004,0.004,0.005
63,84,133,0.003,0.002,0.003
63,84,140,0.007,0.003,0.022
63,84,147,0.004,0.004,0.002
63,84,154,0.003,0.004,0.005
63,84,161,0.003,0.003,0.003
63,84,168,0.004,0.003,0.006
63,84,175,5.476,0.004,0.003
70,0,0,0.249,0.207,0.172
70,0,7,0.018,0.207,0.443
70,0,14,0.0,0.207,0.093
70,0,21,0.213,0.207,0.284
70,0,28,0.248,0.207,0.029
70,0,35,0.263,0.207,0.127
70,0,42,0.0,0.207,0.237
70,0,49,0.268,0.207,0.28
70,0,56,0.0,0.207,0.251
70,0,63,0.23,0.207,0.0
70,0,70,0.28,0.207,0.373
70,0,77,0.0,0.207,0.091
70,0,84,0.0,0.207,0.282
70,0,91,0.0,0.207,0.44
70,0,98,0.315,0.207,0.027
70,0,105,0.0,0.207,0.105
70,0,112,0.338,0.207,0.292
70,0,119,0.0,0.207,0.242
70,0,126,0.185,0.207,0.189
70,0,133,0.233,0.207,0.24
70,0,140,0.182,0.207,0.329
70,0,147,0.0,0.207,0.151
70,0,154,0.263,0.164,0.165
70,0,161,0.0,0.207,0.281
70,0,168,0.0,0.207,0.232
70,0,175,0.0,0.207,0.366
70,7,0,0.027,0.006,0.052
70,7,7,0.011,0.005,0.291
70,7,14,0.108,0.005,1.473
70,7,21,0.008,0.005,0.442
70,7,28,0.006,0.006,0.015
70,7,35,0.018,0.004,0.402
70,7,42,0.035,0.005,0.351
70,7,49,0.008,0.004,0.543
70,7,56,0.014,0.005,2.012
70,7,63,0.007,0.004,1.099
70,7,70,0.004,0.005,0.432
70,7,77,0.117,0.005,2.137
70,7,84,0.002,0.004,1.455
70,7,91,0.038,0.005,0.629
70,7,98,0.007,0.003,0.843
70,7,105,0.013,0.006,0.344
70,7,112,0.017,0.003,0.69
70,7,119,0.002,0.004,3.043
70,7,126,0.601,0.005,0.193
70,7,133,0.005,0.004,0.004
70,7,140,0.001,0.004,5.428
70,7,147,0.039,5.171,5.84
70,7,154,0.019,0.006,1.193
70,7,161,0.005,0.004,1.013
70,7,168,0.23,1.723,0.76
70,7,175,0.008,6.981,1.401
70,14,0,0.001,0.002,0.225
70,14,7,0.001,0.002,0.038
70,14,14,0.002,0.003,0.008
70,14,21,0.017,0.027,2.454
70,14,28,0.005,0.004,0.019
70,14,35,0.005,0.007,0.248
70,14,42,0.002,0.003,1.462
70,14,49,0.002,0.003,1.086
70,14,56,0.008,0.003,1.849
70,14,63,0.014,0.005,1.643
70,14,70,0.034,0.037,0.035
70,14,77,0.002,0.003,0.002
70,14,84,0.005,0.002,0.152
70,14,91,0.002,0.002,1.095
70,14,98,0.011,0.012,1.135
70,14,105,0.005,0.002,0.012
70,14,112,0.026,0.028,0.141
70,14,119,0.003,0.002,0.795
70,14,126,0.029,0.035,0.029
70,14,133,0.005,0.002,1.014
70,14,140,0.002,0.002,0.003
70,14,147,0.006,10.308,0.607
70,14,154,0.019,0.012,0.026
70,14,161,0.669,6.011,0.704
70,14,168,0.002,0.002,0.489
70,14,175,0.933,1.372,0.088
70,21,0,0.003,0.002,5.657
70,21,7,0.001,0.002,1.502
70,21,14,0.01,0.009,2.83
70,21,21,0.009,0.007,0.014
70,21,28,0.012,0.011,0.014
70,21,35,0.023,0.021,0.029
70,21,42,0.011,0.013,0.01
70,21,49,0.002,0.002,0.003
70,21,56,0.001,0.001,0.003
70,21,63,0.002,0.001,1.636
70,21,70,0.004,0.002,0.015
70,21,77,0.001,0.002,0.005
70,21,84,0.018,0.016,0.024
70,21,91,0.024,0.022,4.887
70,21,98,0.032,0.032,1.27
70,21,105,0.02,0.02,0.017
70,21,112,0.013,0.016,0.055
70,21,119,0.013,0.012,0.012
70,21,126,0.002,0.002,0.014
70,21,133,0.009,0.012,0.017
70,21,140,0.02,0.002,0.796
70,21,147,0.023,0.022,0.032
70,21,154,0.002,0.002,0.002
70,21,161,0.012,0.012,0.013
70,21,168,0.017,0.018,2.46
70,21,175,0.01,0.008,2.043
70,28,0,0.002,0.003,0.01
70,28,7,0.013,0.012,0.014
70,28,14,0.012,0.012,0.004
70,28,21,0.013,0.014,0.015
70,28,28,0.01,0.009,0.016
70,28,35,0.011,0.014,0.019
70,28,42,0.003,0.003,0.007
70,28,49,0.003,0.001,0.007
70,28,56,0.016,0.02,0.024
70,28,63,0.007,0.007,0.011
70,28,70,0.002,0.004,0.005
70,28,77,0.01,0.01,0.01
70,28,84,0.011,0.002,0.019
70,28,91,0.0,0.001,0.001
70,28,98,0.02,0.023,0.022
70,28,105,0.023,0.023,0.024
70,28,112,0.005,0.004,0.006
70,28,119,0.022,0.023,0.021
70,28,126,0.007,0.007,0.014
70,28,133,0.008,0.003,0.007
70,28,140,0.003,0.002,0.011
70,28,147,0.018,0.013,0.013
70,28,154,0.013,0.014,0.02
70,28,161,0.009,0.007,0.02
70,28,168,0.019,0.02,0.023
70,28,175,0.003,0.002,2.727
70,35,0,0.004,0.001,0.006
70,35,7,0.014,0.013,0.017
70,35,14,0.015,0.017,0.01
70,35,21,0.006,0.008,0.005
70,35,28,0.015,0.014,0.011
70,35,35,0.001,0.002,0.003
70,35,42,0.009,0.006,0.008
70,35,49,0.01,0.01,0.01
70,35,56,0.011,0.012,0.008
70,35,63,0.011,0.012,0.011
70,35,70,0.013,0.009,0.018
70,35,77,0.014,0.013,0.016
70,35,84,0.004,0.004,0.076
70,35,91,0.009,0.009,0.008
70,35,98,0.011,0.016,0.012
70,35,105,0.004,0.004,0.005
70,35,112,0.009,0.009,0.013
70,35,119,0.009,0.009,0.006
70,35,126,0.011,0.01,0.008
70,35,133,0.011,0.011,0.011
70,35,140,0.014,0.014,0.016
70,35,147,0.005,0.004,0.011
70,35,154,0.007,0.007,0.009
70,35,161,0.015,0.017,0.016
70,35,168,0.004,0.004,0.011
70,35,175,0.009,3.306,0.007
70,42,0,0.003,0.004,0.001
70,42,7,0.009,5.045,0.01
70,42,14,0.008,0.006,0.011
70,42,21,0.002,0.002,0.002
70,42,28,0.013,0.014,0.009
70,42,35,0.006,0.006,0.008
70,42,42,0.011,0.011,0.01
70,42,49,0.01,0.01,0.009
70,42,56,0.005,0.004,0.011
70,42,63,0.012,0.012,0.009
70,42,70,0.008,0.008,0.008
70,42,77,0.01,0.01,0.01
70,42,84,0.011,0.011,0.009
70,42,91,0.008,0.008,0.008
70,42,98,0.009,0.011,0.012
70,42,105,0.012,0.011,0.018
70,42,112,0.009,0.008,0.01
70,42,119,0.009,0.013,0.007
70,42,126,0.007,0.007,0.009
70,42,133,0.005,0.003,0.013
70,42,140,0.008,0.01,0.013
70,42,147,0.011,0.011,0.009
70,42,154,0.011,0.011,0.011
70,42,161,0.01,0.01,0.01
70,42,168,0.006,0.004,0.011
70,42,175,0.006,0.006,0.004
70,49,0,0.001,0.001,0.007
70,49,7,0.01,0.01,0.007
70,49,14,0.007,0.008,0.008
70,49,21,0.009,0.009,0.009
70,49,28,0.009,0.01,0.01
70,49,35,0.004,0.003,0.003
70,49,42,0.005,0.005,0.008
70,49,49,0.008,0.007,0.007
70,49,56,0.004,0.001,0.005
70,49,63,0.007,0.007,0.009
70,49,70,0.007,0.007,0.007
70,49,77,0.009,0.01,0.01
70,49,84,0.009,0.009,0.009
70,49,91,0.006,0.008,0.008
70,49,98,0.009,0.009,0.008
70,49,105,0.008,0.008,0.011
70,49,112,0.007,0.008,0.006
70,49,119,0.01,0.01,0.009
70,49,126,0.009,0.009,0.009
70,49,133,0.009,0.009,0.009
70,49,140,0.01,0.01,0.008
70,49,147,0.005,0.005,0.008
70,49,154,0.009,0.009,0.009
70,49,161,0.006,0.007,0.008
70,49,168,0.009,0.008,0.009
70,49,175,0.008,0.007,0.007
70,56,0,0.006,0.006,0.008
70,56,7,0.007,6.53,0.006
70,56,14,0.008,0.008,0.006
70,56,21,0.008,0.008,0.007
70,56,28,0.007,0.008,0.008
70,56,35,0.007,0.008,0.007
70,56,42,0.007,0.007,0.004
70,56,49,0.006,0.006,0.006
70,56,56,0.006,0.006,0.005
70,56,63,0.007,0.006,0.008
70,56,70,0.007,0.008,0.006
70,56,77,0.007,0.007,0.006
70,56,84,0.009,0.009,0.007
70,56,91,0.008,0.009,0.008
70,56,98,0.006,0.007,0.007
70,56,105,0.005,0.006,0.006
70,56,112,0.007,0.007,0.008
70,56,119,0.008,0.006,0.007
70,56,126,0.007,0.006,0.007
70,56,133,0.008,0.008,0.006
70,56,140,0.008,0.009,0.008
70,56,147,0.009,0.008,0.006
70,56,154,0.007,0.005,0.005
70,56,161,0.006,0.006,0.007
70,56,168,0.008,0.008,0.008
70,56,175,0.006,0.006,0.007
70,63,0,0.007,0.007,0.004
70,63,7,0.003,0.002,0.004
70,63,14,0.007,0.006,0.006
70,63,21,0.005,0.005,0.005
70,63,28,0.006,0.007,0.007
70,63,35,0.006,0.006,0.005
70,63,42,0.005,0.006,0.005
70,63,49,0.006,0.006,0.005
70,63,56,0.006,0.006,0.004
70,63,63,0.006,0.006,0.006
70,63,70,0.005,0.003,0.005
70,63,77,0.005,0.004,0.004
70,63,84,0.007,0.007,0.006
70,63,91,0.003,0.003,0.005
70,63,98,0.006,0.006,0.007
70,63,105,0.006,0.006,0.006
70,63,112,0.006,0.006,0.006
70,63,119,0.007,0.006,0.004
70,63,126,0.005,0.005,0.006
70,63,133,0.006,0.006,0.006
70,63,140,0.007,0.006,0.006
70,63,147,0.007,0.007,0.006
70,63,154,0.005,0.006,0.006
70,63,161,0.006,0.006,0.008
70,63,168,0.007,0.006,0.006
70,63,175,0.005,0.006,0.006
70,70,0,0.004,0.004,0.004
70,70,7,0.005,0.005,0.005
70,70,14,0.005,0.005,0.005
70,70,21,0.005,0.005,0.005
70,70,28,0.005,0.005,0.005
70,70,35,0.006,0.006,0.005
70,70,42,0.005,0.005,0.004
70,70,49,0.003,0.002,0.004
70,70,56,0.005,0.005,0.006
70,70,63,0.004,0.004,0.005
70,70,70,0.005,0.005,0.004
70,70,77,0.005,0.005,0.005
70,70,84,0.004,0.005,0.003
70,70,91,0.005,0.005,0.005
70,70,98,0.005,0.005,0.005
70,70,105,0.005,0.005,0.005
70,70,112,0.005,0.005,0.004
70,70,119,0.005,0.005,0.004
70,70,126,0.005,0.005,0.005
70,70,133,0.005,0.005,0.006
70,70,140,0.003,0.004,0.004
70,70,147,0.005,0.005,0.005
70,70,154,0.005,0.004,0.003
70,70,161,0.005,0.005,0.006
70,70,168,0.006,0.006,0.005
70,70,175,0.004,0.004,0.005
70,77,0,0.003,0.003,0.004
70,77,7,0.004,0.004,0.006
70,77,14,0.003,0.003,0.004
70,77,21,0.004,0.004,0.008
70,77,28,0.005,0.005,0.005
70,77,35,0.004,0.003,0.005
70,77,42,0.004,0.003,0.005
70,77,49,0.004,0.005,0.004
70,77,56,0.004,0.004,0.005
70,77,63,0.004,0.004,0.004
70,77,70,0.004,0.004,0.005
70,77,77,0.003,0.003,0.006
70,77,84,0.005,0.005,0.005
70,77,91,0.004,0.004,0.005
70,77,98,0.003,0.002,0.004
70,77,105,0.005,0.005,0.004
70,77,112,0.004,0.004,0.004
70,77,119,0.003,0.004,0.004
70,77,126,0.004,0.005,0.005
70,77,133,0.004,0.004,0.005
70,77,140,0.004,0.004,0.006
70,77,147,0.004,0.005,0.005
70,77,154,0.005,0.004,0.005
70,77,161,0.004,0.004,0.005
70,77,168,0.005,0.005,0.005
70,77,175,0.004,0.004,0.005
70,84,0,0.003,0.004,0.006
70,84,7,0.004,0.004,0.009
70,84,14,0.005,0.004,0.005
70,84,21,0.004,0.004,0.004
70,84,28,0.004,0.004,0.004
70,84,35,0.003,0.004,0.004
70,84,42,0.004,0.003,0.008
70,84,49,0.005,0.004,0.007
70,84,56,0.003,0.004,0.004
70,84,63,0.005,0.005,0.01
70,84,70,0.003,0.003,0.004
70,84,77,0.004,0.003,0.003
70,84,84,0.005,0.004,0.005
70,84,91,0.004,0.004,0.004
70,84,98,0.004,0.004,0.008
70,84,105,0.004,0.004,0.01
70,84,112,0.003,0.003,0.004
70,84,119,0.005,0.003,0.014
70,84,126,0.004,0.004,0.004
70,84,133,0.004,0.005,0.005
70,84,140,0.004,0.005,0.004
70,84,147,0.004,0.004,0.005
70,84,154,0.003,0.003,0.006
70,84,161,0.003,0.003,0.024
70,84,168,0.006,0.005,0.004
70,84,175,0.005,0.004,0.004
77,0,0,0.0,0.207,0.37
77,0,7,0.259,0.207,0.472
77,0,14,0.268,0.207,0.03
77,0,21,0.0,0.207,0.242
77,0,28,0.285,0.207,0.121
77,0,35,0.173,0.207,0.241
77,0,42,0.0,0.207,0.156
77,0,49,0.0,0.207,0.043
77,0,56,0.275,0.207,0.063
77,0,63,0.259,0.207,0.47
77,0,70,0.311,0.207,0.347
77,0,77,0.327,0.207,0.169
77,0,84,0.12,0.207,0.106
77,0,91,0.0,0.207,0.171
77,0,98,0.274,0.207,0.447
77,0,105,0.0,0.163,0.363
77,0,112,0.0,0.207,0.115
77,0,119,0.0,0.207,0.152
77,0,126,0.076,0.207,0.092
77,0,133,0.0,0.207,0.292
77,0,140,0.0,0.216,0.31
77,0,147,0.323,0.165,0.18
77,0,154,0.0,0.207,0.237
77,0,161,0.0,0.131,0.192
77,0,168,0.258,0.207,0.101
77,0,175,0.285,0.207,0.291
77,7,0,0.002,0.007,1.594
77,7,7,0.193,0.007,1.17
77,7,14,0.03,0.01,5.638
77,7,21,0.005,0.006,0.44
77,7,28,1.217,0.008,0.008
77,7,35,0.006,0.007,0.036
77,7,42,0.569,0.006,0.016
77,7,49,0.064,0.007,1.598
77,7,56,0.04,0.007,0.56
77,7,63,0.02,0.005,2.696
77,7,70,0.012,0.005,3.368
77,7,77,0.012,0.009,1.77
77,7,84,0.011,0.008,7.0
77,7,91,0.008,0.008,0.157
77,7,98,0.245,0.007,2.882
77,7,105,0.218,0.009,3.645
77,7,112,0.021,0.006,2.034
77,7,119,0.031,0.007,0.003
77,7,126,0.072,0.008,0.009
77,7,133,0.008,6.892,7.0
77,7,140,0.007,6.886,2.573
77,7,147,0.03,0.007,0.051
77,7,154,1.613,3.981,1.979
77,7,161,0.063,2.709,1.263
77,7,168,0.651,6.993,6.979
77,7,175,0.646,0.648,0.934
77,14,0,0.014,0.003,0.01
77,14,7,0.003,0.004,0.003
77,14,14,0.005,0.003,0.006
77,14,21,0.07,0.069,1.433
77,14,28,0.005,0.004,1.455
77,14,35,0.044,0.044,1.854
77,14,42,0.007,0.004,14.0
77,14,49,0.005,0.004,0.015
77,14,56,0.01,0.004,0.007
77,14,63,0.003,0.006,0.005
77,14,70,0.05,0.044,0.065
77,14,77,0.008,0.004,2.536
77,14,84,0.009,0.004,2.87
77,14,91,0.003,0.004,1.677
77,14,98,0.002,0.003,0.003
77,14,105,0.006,0.003,0.027
77,14,112,0.039,0.03,2.946
77,14,119,0.004,0.004,0.012
77,14,126,0.029,0.012,0.094
77,14,133,0.003,0.003,0.006
77,14,140,0.003,0.003,0.009
77,14,147,0.006,0.004,1.01
77,14,154,0.021,0.009,1.928
77,14,161,0.022,0.003,0.023
77,14,168,0.361,0.003,2.811
77,14,175,0.557,0.004,1.289
77,21,0,0.029,0.031,0.031
77,21,7,0.004,0.002,0.01
77,21,14,0.01,0.003,0.029
77,21,21,0.023,0.028,0.041
77,21,28,0.003,0.002,0.011
77,21,35,0.006,0.004,0.015
77,21,42,0.034,0.024,0.032
77,21,49,0.01,0.01,1.803
77,21,56,0.004,0.003,0.116
77,21,63,0.002,0.001,0.003
77,21,70,0.019,0.019,0.022
77,21,77,0.005,0.003,1.538
77,21,84,0.038,0.039,0.041
77,21,91,0.03,0.008,0.144
77,21,98,0.038,0.041,0.04
77,21,105,0.016,0.003,0.028
77,21,112,0.021,0.014,0.037
77,21,119,0.006,0.006,0.007
77,21,126,0.002,0.002,3.366
77,21,133,0.005,0.002,0.001
77,21,140,0.027,0.029,0.023
77,21,147,0.035,0.035,0.104
77,21,154,0.016,0.007,0.026
77,21,161,0.023,0.014,0.023
77,21,168,0.039,0.04,0.434
77,21,175,0.024,1.919,0.039
77,28,0,0.0,0.001,0.026
77,28,7,0.008,0.006,0.006
77,28,14,0.035,0.035,0.029
77,28,21,0.008,0.002,0.009
77,28,28,0.03,0.03,0.03
77,28,35,0.003,0.002,0.025
77,28,42,0.009,0.007,0.021
77,28,49,0.007,0.002,0.022
77,28,56,0.026,0.027,0.05
77,28,63,0.006,0.006,0.019
77,28,70,0.029,0.026,0.08
77,28,77,0.019,0.017,0.024
77,28,84,0.002,0.002,0.002
77,28,91,0.02,0.016,0.024
77,28,98,0.033,0.033,0.026
77,28,105,0.029,0.03,0.022
77,28,112,0.025,0.019,0.023
77,28,119,0.02,0.021,0.023
77,28,126,0.012,0.011,0.018
77,28,133,0.009,0.004,0.017
77,28,140,0.003,0.002,0.053
77,28,147,0.029,0.023,0.908
77,28,154,0.028,0.028,4.891
77,28,161,0.011,0.006,0.021
77,28,168,0.028,0.025,0.021
77,28,175,0.007,0.005,5.836
77,35,0,0.01,0.001,1.39
77,35,7,0.02,0.02,0.012
77,35,14,0.017,0.016,0.024
77,35,21,0.027,0.028,0.022
77,35,28,0.009,0.01,0.017
77,35,35,0.01,0.004,7.835
77,35,42,0.02,0.021,0.016
77,35,49,0.01,0.006,0.013
77,35,56,0.025,0.026,0.023
77,35,63,0.001,0.001,0.104
77,35,70,0.017,0.017,0.016
77,35,77,0.02,0.021,0.019
77,35,84,0.008,0.007,0.008
77,35,91,0.012,0.013,0.02
77,35,98,0.004,0.004,0.012
77,35,105,0.018,0.017,0.009
77,35,112,0.023,0.008,0.022
77,35,119,0.015,0.016,0.015
77,35,126,0.017,0.017,0.019
77,35,133,0.015,0.019,4.183
77,35,140,0.024,0.026,0.017
77,35,147,0.006,0.005,0.016
77,35,154,0.018,0.027,0.022
77,35,161,0.01,0.009,0.016
77,35,168,0.004,0.002,0.004
77,35,175,0.012,0.021,0.003
77,42,0,0.004,0.004,0.013
